,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
0,Aaron Herzog,23,Midfielder,Borussia M'gladbach,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Aarón Martín,24,Defender,Mainz 05,1797,797,1000,Spain,22,9,13,0,0,0,0,0,0,0,0,2,0,2,48,20,28,2,0,0,0,0,0,0,0,2.4,37,82,899,0,0.1,296,300,142,24,1.3,1.4,0.8,1.3,0.6,0.2,0,0,0,0.4,1.5,0.9,0.5,0.1,0.7,0.7,0,1.5,27.3,79.7,1.5,0.9,0
2,Abdelhamid Sabiri,24,Midfielder,Paderborn,1037,580,457,Morocco,24,12,12,4,3,1,1,1,0,1,0,4,1,3,23,14,9,6,0,0.43,0.09,0.35,0.47,0.2,259,2,45,43,173,1037,0.52,55,171,-1,4,0.8,0.3,1.1,0.8,0.8,0.1,0,4,1,1.8,0.3,1,1.1,0,1.1,1.2,1,0.3,18,79.6,0,1.5,0
3,Achraf Hakimi Mouh,22,Defender,Borussia Dortmund,2715,1344,1371,Morocco,33,17,16,5,0,5,10,6,4,0,0,14,9,5,34,11,23,5,0,0.5,0.33,0.17,0,0.33,543,1.13,80,82,543,272,0.17,114,21,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Adam Bodzek,35,Defender,Fortuna Düsseldorf,2017,1002,1015,Germany,28,15,13,0,0,0,0,0,0,0,0,4,3,1,44,18,26,10,0,0,0,0,0,0,0,1.96,46,72,202,0,0.45,241,255,126,16,1.5,0.9,1.1,1.4,1.1,0.4,0,0,0,0.3,0.3,0.1,1.2,0,0.4,0.6,0,0.3,25.2,80.9,0,2.1,0
5,Ádám Szalai,33,Forward,Mainz 05,1139,692,447,Hungary,27,14,13,1,1,0,1,0,1,0,0,5,2,3,20,8,12,1,0,0.16,0.08,0.08,0.13,0,1139,1.58,57,42,1139,1139,0.08,178,183,-1,11,0.3,0.1,0.9,0.5,0.4,0,0,1,1,1.1,0.5,0.4,0.9,0.3,1.4,1.5,1,0.5,10.9,61,0,0.1,0
6,Ademola Lookman,23,Forward,RB Leipzig,299,132,167,England,11,5,6,0,0,0,0,0,0,0,0,4,0,4,4,3,1,0,0,0,0,0,0,0,0,1.2,75,27,0,0,0,286,280,-1,21,0.5,0.1,0.7,0,0,0,0,0,0,0.9,0.6,0.7,0.4,0,0.8,0.9,0,0.6,11.6,82,0,0.2,0
7,Admir Mehmedi,30,Forward,Wolfsburg,1205,558,647,Switzerland,21,10,11,2,2,0,2,1,1,0,0,7,3,4,14,8,6,0,0,0.3,0.15,0.15,0.32,0,603,1.05,86,57,0,603,0,126,102,-1,10,0.7,0.2,1.2,0.1,0.5,0,0,2,2,1.1,0.9,0.3,1.2,0.4,0.9,1,2,0.9,24.6,74.9,0.6,0.9,0
8,Adrian Oeynhausen,19,Midfielder,Paderborn,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Adrian Stanilewicz,21,Midfielder,Bayer Leverkusen,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Ahmed Kutucu,21,Forward,Schalke 04,660,393,267,Germany,25,15,10,3,2,1,2,1,1,0,0,4,3,1,17,8,9,2,0,0.68,0.27,0.41,0.46,0.34,220,2.32,39,26,330,330,0.27,40,35,-1,4,0.4,0.1,0.4,0.2,0.4,0,0,3,2,0.6,0.3,0.8,0.2,0.2,0.7,0.8,2,0.3,6.5,71.6,0,0.1,0
11,Ahmet Gürleyen,22,Defender,Mainz 05,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Akaki Gogia,29,Midfielder,Union Berlin,120,76,44,Germany,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75,120,40,0,0,0,-1,-1,-1,15,0.7,0,0.7,0,0.7,0.7,0,0,0,0.3,1.3,1.7,1,0,0,1.7,0,1.3,13.7,70.7,0.3,0,0
13,Alaa Bakir,20,Forward,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Alassane Pléa,28,Forward,Borussia M'gladbach,2150,1082,1068,France,27,14,13,10,5,5,10,6,4,0,1,6,2,4,23,12,11,4,2,0.84,0.42,0.42,0.42,0.42,215,0.96,93,80,538,215,0.17,36,10,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Aleksandar Dragović,30,Defender,Bayer Leverkusen,1027,515,512,Austria,15,8,7,0,0,0,0,0,0,0,0,4,1,3,17,11,6,7,1,0,0,0,0,0,0,1.49,60,68,147,0,0.61,380,377,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Alessandro Schöpf,27,Midfielder,Schalke 04,1426,748,678,Austria,22,11,11,0,0,0,1,0,1,0,0,5,3,2,30,16,14,3,0,0.06,0.06,0,0,0,0,1.89,48,65,475,1426,0.19,271,214,-1,17,1.3,1.2,0.9,0.3,1,0,0,0,1,0.7,0.5,1,0.8,0,1.8,2.1,1,0.5,29.3,82.8,0.1,0.8,0
17,Alexander Esswein,31,Midfielder,Hertha BSC,209,56,153,Germany,7,2,5,0,0,0,0,0,0,0,0,1,1,0,5,3,2,1,0,0,0,0,0,0,0,2.15,42,30,209,0,0.43,-1,-1,-1,26,0.9,1,0.7,0.9,0.7,0.1,0,0,0,0.3,0.4,0.1,0.9,0,0.1,0.3,0,0.4,10.6,64.9,0.1,0.3,0
18,Alexander Hack,27,Defender,Mainz 05,802,335,467,Germany,14,6,8,0,0,0,0,0,0,0,0,1,0,1,26,6,20,2,0,0,0,0,0,0,0,2.92,31,57,401,0,0.22,298,302,149,18,1.9,1.6,0.9,4.1,0.8,0.6,0,0,0,0.6,0.3,0.2,0.9,0,0,0.4,0,0.3,30,77.4,0,3.1,0
19,Alexander Nübel,24,Goalkeeper,Schalke 04,2316,1146,1170,Germany,26,13,13,0,0,0,0,0,0,0,0,6,3,3,39,20,19,2,1,0,0,0,0,0,0,1.52,59,89,772,0,0.12,388,388,74,21,0,0.1,0,0.8,0,0,1,0,0,0,0,0,0.2,0,0,0.1,0,0,34.2,68.4,0,6.3,0
20,Alexander Schwolow,28,Goalkeeper,Freiburg,2093,1080,1013,Germany,24,12,12,0,0,0,0,0,0,0,0,4,3,1,29,12,17,0,0,0,0,0,0,0,0,1.25,72,87,0,0,0,340,340,48,17,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,35.6,65.1,0,7.6,0
21,Alexandru Maxim,30,Midfielder,Mainz 05,112,80,32,Romania,5,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.61,56,22,112,0,0.8,-1,-1,-1,20,0.8,0.2,0.6,0,0.4,0,0,0,0,0.6,1.2,1,0,0,0.4,0.8,0,1.2,12.6,87.3,0.6,0.8,0
22,Alfredo Morales,31,Midfielder,Fortuna Düsseldorf,1726,682,1044,USA,27,12,15,1,1,0,2,0,2,0,0,3,2,1,41,14,27,6,0,0.16,0.1,0.05,0.13,0,1726,2.14,42,64,288,863,0.31,211,167,-1,9,1.1,0.7,1,1.1,0.9,0.2,0,1,2,0.7,0.4,0.6,1.1,0.1,1,1.1,2,0.4,21.4,70.4,0.1,1,0
23,Alfreð Finnbogason,32,Forward,Augsburg,961,555,406,Iceland,21,11,10,3,3,0,1,1,0,1,0,3,0,3,15,11,4,1,0,0.37,0.09,0.28,0.49,0,320,1.4,64,46,961,961,0.09,74,170,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Almamy Touré,25,Defender,Eintracht Frankfurt,1495,780,715,Mali,19,10,9,1,1,0,3,2,1,0,0,4,3,1,33,15,18,2,0,0.24,0.18,0.06,0.12,0,1495,1.99,45,79,748,498,0.12,197,84,129,13,1.7,1.2,0.9,2.4,0.6,0.4,0,1,3,0.8,1.2,1.3,0.3,0,0.4,1.1,3,1.2,29.4,71.7,1,1,0
25,Alphonso Davies,20,Midfielder,Bayern München,2233,1044,1189,Canada,29,14,15,3,3,0,5,1,4,0,0,13,6,7,20,8,12,4,1,0.32,0.2,0.12,0.26,0,744,0.81,112,77,558,447,0.16,153,71,-1,12,2.4,1.1,0.9,1.2,0.7,0.2,0,3,5,0.4,1.3,2.8,1.2,0.2,1.4,1.8,5,1.3,52.1,86.5,0.9,1.1,0
26,Álvaro Odriozola,25,Defender,Bayern München,153,91,62,Spain,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.59,153,51,0,0,0,-1,-1,-1,19,0.7,0.3,0.3,0.7,0.3,0,0,0,0,0,1,0.7,0.3,0,0,1.7,0,1,27.3,89,2,0,0
27,Amadou Haidara,23,Midfielder,RB Leipzig,743,349,394,Mali,19,10,9,0,0,0,1,0,1,0,0,5,2,3,10,5,5,1,0,0.12,0.12,0,0,0,0,1.21,74,39,743,743,0.12,292,132,-1,24,1.4,0.4,0.9,0.4,0.7,0.1,0,0,1,1,0.6,1,0.2,0.1,0.4,1.1,1,0.6,28.8,85.2,0.2,0.8,0.1
28,Amine Harit,23,Midfielder,Schalke 04,2109,979,1130,France,25,12,13,6,1,5,4,3,1,1,0,6,3,3,36,16,20,3,0,0.43,0.17,0.26,0.09,0.4,352,1.54,59,84,703,527,0.13,83,88,-1,2,0.6,0.3,0.8,0.1,0.8,0,0,6,4,1.2,1.8,2.4,2.8,0.3,2.6,3,4,1.8,34.9,83.8,0.3,1.4,0
29,Amir Abrashi,31,Midfielder,Freiburg,666,255,411,Albania,13,6,7,0,0,0,0,0,0,0,0,4,3,1,9,2,7,3,0,0,0,0,0,0,0,1.22,74,51,222,0,0.41,316,334,-1,18,1.2,0.5,1.3,1.2,0.7,0.2,0,0,0,0.3,0.3,0.2,0.9,0,0.2,1.4,0,0.3,24.8,85.7,0.2,0.3,0
30,André Hahn,30,Forward,Augsburg,701,287,414,Germany,15,6,9,1,1,0,0,0,0,0,1,2,1,1,17,4,13,6,1,0.13,0,0.13,0.31,0,701,2.18,41,47,117,0,0.77,146,314,-1,13,1,0.9,1.6,0.8,1.1,0.3,0,1,0,1.1,0.6,0.3,0.6,0.5,0.8,1.3,0,0.6,10.3,56.1,0.3,0.2,0
31,Andre Hoffmann,28,Midfielder,Fortuna Düsseldorf,2430,1147,1283,Germany,29,14,15,2,0,2,1,0,1,0,0,4,3,1,47,17,30,7,0,0.11,0.04,0.07,0,0.14,1215,1.74,52,84,347,2430,0.26,188,226,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,André Silva,25,Forward,Eintracht Frankfurt,1576,781,795,Portugal,25,13,12,12,7,5,3,1,2,1,0,2,1,1,33,14,19,2,0,0.86,0.17,0.69,0.81,0.57,131,1.88,48,63,788,525,0.11,10,87,-1,1,0.3,0.3,0.6,0.2,0.5,0,0,12,3,2.2,1.2,0.7,0.8,0.5,1.3,2.1,3,1.2,18.8,68.7,0,0.2,0
33,Andreas Luthe,34,Goalkeeper,Augsburg,900,450,450,Germany,10,5,5,0,0,0,0,0,0,0,0,3,1,2,9,6,3,0,0,0,0,0,0,0,0,0.9,100,90,0,0,0,312,317,14,15,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,36.4,67.3,0,6.2,0
34,Andrej Kramarić,29,Forward,Hoffenheim,1419,836,583,Croatia,19,11,8,12,7,5,2,1,1,2,0,5,2,3,24,16,8,3,0,0.89,0.13,0.76,0.75,0.77,118,1.52,59,75,473,710,0.19,8,118,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ante Rebić,27,Forward,Eintracht Frankfurt,90,90,0,Croatia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,90,0,1,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Anthony Evans,22,Midfielder,Paderborn,153,128,25,England,6,2,4,0,0,0,0,0,0,0,0,1,0,1,6,6,0,0,0,0,0,0,0,0,0,3.53,26,26,0,0,0,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Anthony Modeste,33,Forward,Köln,1129,522,607,France,27,12,15,4,2,2,1,0,1,0,0,2,2,0,33,12,21,1,0,0.4,0.08,0.32,0.34,0.3,282,2.63,34,42,1129,1129,0.08,62,191,-1,6,0.4,0,0.9,0.7,0.3,0.1,0,4,1,1.3,0.1,0.3,0.6,0.3,0.4,1.1,1,0.1,8.3,56.3,0,0.2,0
38,Anthony Ujah,30,Forward,Union Berlin,945,655,290,Nigeria,24,12,12,3,3,0,2,2,0,0,0,5,5,0,15,7,8,0,0,0.48,0.19,0.29,0.41,0,315,1.43,63,39,0,473,0,70,76,-1,4,0.3,0.1,0.8,0.4,0.2,0,0,3,2,0.8,0.5,0.3,0.2,0.4,0.4,0.8,2,0.5,11,57.8,0,0.2,0
39,Arne Maier,22,Midfielder,Hertha BSC,528,259,269,Germany,14,6,8,0,0,0,0,0,0,0,0,5,3,2,11,6,5,0,0,0,0,0,0,0,0,1.88,48,38,0,0,0,272,265,-1,15,0.6,0.5,0.3,0.1,0.6,0,0,0,0,0.4,0.7,0.4,0.3,0,0.4,1,0,0.7,22.3,84.3,0.2,2.1,0
40,Axel Witsel,32,Midfielder,Borussia Dortmund,2245,1173,1072,Belgium,28,15,13,4,2,2,5,3,2,0,0,12,8,4,32,13,19,4,0,0.36,0.2,0.16,0.15,0.17,561,1.28,70,80,561,449,0.16,122,69,-1,8,1,1.1,1.4,0.6,0.7,0.3,0,4,5,1.1,0.5,0.8,1.4,0.1,1,0.6,5,0.5,63.8,94.1,0.1,1.5,0
41,Ayman Azhil,20,Midfielder,Bayer Leverkusen,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Aymen Barkok,23,Midfielder,Fortuna Düsseldorf,78,9,69,Germany,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3.46,26,26,0,0,0,-1,-1,-1,13,0.3,1,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,9.7,58.6,0,1,0
43,Babacar Gueye,26,Forward,Paderborn,109,47,62,Senegal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,4.13,22,36,0,0,0,-1,-1,-1,22,0.7,0,1.3,1,0.3,0.3,0,0,0,0.7,0.7,0,0.3,0.3,1,1.7,0,0.7,8,83.3,0,0,0
44,Bas Dost,31,Forward,Eintracht Frankfurt,1475,758,717,Netherlands,24,12,12,8,3,5,2,0,2,0,0,3,2,1,25,15,10,2,0,0.61,0.12,0.49,0.36,0.63,184,1.53,59,61,738,738,0.12,28,140,-1,2,0.5,0.2,0.7,0.9,0.2,0.1,0,8,2,1.3,0.8,0.1,0.5,0.4,0.2,0.8,2,0.8,19.1,59.2,0,0.5,0
45,Bastian Oczipka,32,Defender,Schalke 04,3014,1484,1530,Germany,34,17,17,0,0,0,5,3,2,0,0,7,4,3,55,24,31,4,0,0.15,0.15,0,0,0,0,1.64,55,89,754,603,0.12,389,103,91,27,2.1,1.1,0.8,1.8,0.8,0.2,0,0,5,0.3,1.2,1.1,1,0.1,0.3,0.9,5,1.2,40.4,79.4,1.3,2.1,0
46,Ben Zolinski,29,Defender,Paderborn,1208,656,552,Germany,28,13,15,3,2,1,2,0,2,0,0,5,1,4,26,17,9,3,0,0.37,0.15,0.22,0.27,0.16,403,1.94,46,43,403,604,0.22,100,104,125,5,0.6,0.3,0.9,0.1,0.7,0,1,3,2,0.7,0.5,0.3,0.6,0.5,0.8,1.3,2,0.5,12.7,74.6,0,0.5,0.1
47,Benito Raman,26,Forward,Schalke 04,1610,862,748,Belgium,25,13,12,4,2,2,3,2,1,0,0,6,3,3,29,16,13,2,0,0.39,0.17,0.22,0.21,0.24,403,1.62,56,64,805,537,0.11,99,86,-1,3,0.7,0.3,0.8,0,0.7,0,0,4,3,1.4,0.6,1,0.4,0.7,0.8,1.8,3,0.6,12.5,66.8,0.1,0.5,0
48,Benjamin Goller,22,Midfielder,Werder Bremen,280,118,162,Germany,10,3,7,0,0,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,1.61,56,28,0,0,0,248,258,-1,19,0.8,0.1,0.4,0.1,0.7,0,0,0,0,0.2,0.2,1.4,0.5,0,0.5,1,0,0.2,9,66.7,0,0.1,0
49,Benjamin Hübner,31,Defender,Hoffenheim,2075,993,1082,Germany,25,12,13,1,0,1,4,2,2,0,0,6,3,3,32,21,11,7,2,0.22,0.17,0.04,0,0.08,2075,1.39,65,83,259,519,0.35,221,90,60,11,1.7,1.2,1,3.9,0.9,0.5,0,1,4,1,0.3,0.2,1.1,0,0.5,0.3,4,0.3,62.8,86.4,0,4,0.1
50,Benjamin Leneis,22,Goalkeeper,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Benjamin Pavard,25,Defender,Bayern München,2790,1412,1378,France,32,16,16,4,3,1,4,3,1,0,0,15,7,8,27,13,14,5,0,0.26,0.13,0.13,0.19,0.07,698,0.87,103,87,558,698,0.16,147,125,10,8,1.1,1.6,1.3,1.8,0.4,0.3,1,4,4,0.7,0.6,0.4,0.7,0.1,0.2,0.7,4,0.6,69.6,88.7,0.6,3.1,0
52,Benjamin Stambouli,30,Midfielder,Schalke 04,810,450,360,France,9,5,4,0,0,0,0,0,0,0,0,3,2,1,8,4,4,2,0,0,0,0,0,0,0,0.89,101,90,405,0,0.22,391,390,-1,25,3.4,1.3,1,2.9,1.1,0.7,0,0,0,0,0,0.7,0.4,0,0.2,0.4,0,0,50.4,77.5,0,3.7,0
53,Benno Schmitz,26,Defender,Köln,1159,567,592,Germany,18,10,8,0,0,0,0,0,0,0,0,4,3,1,23,12,11,1,0,0,0,0,0,0,0,1.79,50,64,1159,0,0.08,268,284,108,15,1.6,0.9,1.3,1.3,1.1,0.1,0,0,0,0.1,0.8,0.1,0.2,0,0.2,0.7,0,0.8,32.1,69.8,0.6,2.9,0
54,Bernard Tekpetey,23,Forward,Fortuna Düsseldorf,448,152,296,Ghana,9,4,5,0,0,0,1,0,1,0,0,1,1,0,10,2,8,4,0,0.2,0.2,0,0,0,0,2.01,45,50,112,448,0.8,338,70,-1,22,0.4,0.2,1.6,0,0.2,0,0,0,1,1.2,0.6,1,1.4,0.3,1.1,2.2,1,0.6,9.3,63.1,0.4,0.4,0
55,Birger Verstraete,27,Midfielder,Köln,665,305,360,Belgium,9,5,4,0,0,0,1,0,1,0,0,1,1,0,13,4,9,3,0,0.14,0.14,0,0,0,0,1.76,51,74,222,665,0.41,375,110,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Bote Baku,23,Midfielder,Mainz 05,2350,1212,1138,Germany,30,16,14,1,0,1,3,1,2,0,0,4,2,2,53,25,28,6,1,0.15,0.11,0.04,0,0.08,2350,2.03,44,78,336,783,0.27,218,145,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Brandon Joel Gaetano Borrello,25,Forward,Freiburg,299,139,160,Australia,7,3,4,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,1.2,75,43,0,0,0,317,344,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Breel Embolo,24,Forward,Borussia M'gladbach,1551,739,812,Switzerland,28,14,14,8,6,2,5,4,1,0,1,5,2,3,15,8,7,4,0,0.75,0.29,0.46,0.73,0.22,194,0.87,103,55,388,310,0.23,30,30,-1,4,0.8,0.3,1.5,0.1,0.4,0,0,8,5,1.6,0.8,1.5,1.7,0.5,1.7,2.6,5,0.8,13.4,76.7,0,0.2,0.1
59,Can Bozdogan,20,Midfielder,Schalke 04,236,69,167,Germany,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,1,0,0,0,0,0,0,2.29,39,79,118,0,0.76,-1,-1,-1,16,2.7,0.7,1.3,0.7,3,0,0,0,0,1.3,0.3,3,1,0.3,1.3,2,0,0.3,24.7,70.3,0,1,0
60,Carlos Armando Gruezo Arboleda,26,Midfielder,Augsburg,888,457,431,Ecuador,11,6,5,0,0,0,1,0,1,0,0,3,1,2,16,9,7,3,0,0.1,0.1,0,0,0,0,1.62,56,81,296,888,0.3,309,162,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Cauly Oliveira Souza,25,Midfielder,Paderborn,718,332,386,Germany,13,6,7,2,1,1,0,0,0,0,0,1,0,1,21,11,10,0,0,0.25,0,0.25,0.27,0.23,359,2.63,34,55,0,0,0,87,381,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Chang-Hoon Kwon,26,Midfielder,Freiburg,664,355,309,South Korea,23,12,11,2,0,2,0,0,0,0,0,5,5,0,5,2,3,0,0,0.27,0,0.27,0,0.58,332,0.68,133,29,0,0,0,75,310,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Charalambos Makridis,24,Forward,Borussia M'gladbach,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Charles Aránguiz,32,Midfielder,Bayer Leverkusen,2123,1049,1074,Chile,27,13,14,1,0,1,3,2,1,0,0,8,4,4,26,15,11,2,0,0.17,0.13,0.04,0,0.08,2123,1.1,82,79,1062,708,0.08,217,127,-1,15,2.1,0.8,0.6,0.7,1.7,0.2,0,1,3,0.6,0.9,0.5,1.6,0,0.7,1,3,0.9,59.4,86,0.1,2.9,0
65,Chinedu Ekene,21,Forward,Hoffenheim,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Chris Führich,23,Midfielder,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Chris Richards,21,Defender,Bayern München,6,6,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0
68,Christian Clemens,29,Midfielder,Köln,15,0,15,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,33.3,1,0,0
69,Christian Gentner,35,Midfielder,Union Berlin,2453,1277,1176,Germany,31,17,14,3,2,1,2,2,0,0,0,8,7,1,34,13,21,4,0,0.18,0.07,0.11,0.14,0.08,818,1.25,72,79,613,1227,0.15,159,195,-1,5,1.7,1.7,1,1.4,1.6,0.3,0,3,2,1.1,0.9,0.5,1.3,0.1,0.4,1.1,2,0.9,32.7,72.1,0.3,1.2,0.1
70,Christian Groß,32,Midfielder,Werder Bremen,869,270,599,Germany,14,4,10,0,0,0,0,0,0,0,0,2,1,1,22,4,18,2,0,0,0,0,0,0,0,2.28,40,62,435,0,0.21,332,333,-1,20,1.6,1,1.1,3.4,0.5,0.5,0,0,0,0.2,0.1,0.7,0.6,0,0.4,0.6,0,0.1,33.8,86.7,0.1,1.2,0
71,Christian Günter,28,Defender,Freiburg,3032,1518,1514,Germany,34,17,17,2,1,1,8,2,6,0,0,7,6,1,41,13,28,2,0,0.3,0.24,0.06,0.06,0.06,1516,1.22,74,89,1516,379,0.06,196,53,43,7,0.7,0.4,0.6,1,0.7,0.4,0,2,8,0.9,2.4,0.4,0.7,0.1,0.7,1.4,8,2.4,30.5,72.5,2.6,1.4,0.1
72,Christian Strohdiek,33,Defender,Paderborn,1364,630,734,Germany,16,7,9,1,0,1,2,1,1,0,0,1,0,1,37,24,13,3,0,0.2,0.13,0.07,0,0.12,1364,2.44,37,85,455,682,0.2,183,128,145,15,1.6,1.6,0.6,5.6,1.4,0.6,0,1,2,0.6,0.7,0.1,0.9,0,0.1,0.3,2,0.7,41.3,73.8,0,5.5,0.1
73,Christoph Baumgartner,21,Midfielder,Hoffenheim,1495,857,638,Austria,26,14,12,7,4,3,2,1,1,0,0,6,2,4,27,23,4,3,0,0.54,0.12,0.42,0.42,0.42,214,1.63,55,58,498,748,0.18,37,135,-1,2,1.2,0.3,1.4,0.4,1,0,0,7,2,2.1,0.7,0.9,1.1,0.2,1,1.8,2,0.7,18,71.6,0.1,0.3,0
