,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
1735,Mason Holgate,2.0,1.3,1.0,2.9,0.5,0.0,1.0,0.0,0.2,0.3,0.3,1.0,0.0,0.2,0.5,0.0,0.3,39.4,79.1,0.2,3.1,0.0
1736,Mason Mount,2.1,0.9,1.4,0.3,0.1,0.0,6.0,5.0,2.3,2.4,1.2,1.2,0.1,1.1,1.6,5.0,2.4,47.3,86.5,1.7,1.6,0.0
1737,Massadio Haïdara,1.9,1.4,1.3,2.0,0.2,0.0,2.0,1.0,0.5,0.7,0.6,1.4,0.1,0.3,1.3,1.0,0.7,41.3,82.2,0.4,2.2,0.0
1738,Mat Ryan,0.1,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,77.1,0.0,5.2,0.0
1739,Mat Ryan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,15.7,89.4,0.0,1.7,0.0
1740,Matej Vydra,0.3,0.2,0.2,0.2,0.0,0.0,3.0,2.0,1.3,0.5,0.6,0.5,0.4,0.8,1.9,2.0,0.5,8.4,71.2,0.0,0.1,0.0
1741,Mateo Klimowicz,0.8,0.1,0.6,0.0,0.0,0.0,1.0,1.0,1.4,0.6,0.9,0.7,0.0,1.2,1.1,1.0,0.6,12.5,77.9,0.0,0.5,0.0
1742,Mateo Kovacic,1.7,0.6,0.6,0.3,0.0,0.0,0.0,1.0,0.9,0.8,2.0,1.1,0.0,0.9,1.0,1.0,0.8,65.3,90.8,0.0,3.5,0.1
1743,Mateo Musacchio,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,95.0,0.0,1.0,0.0
1744,Mateo Musacchio,0.3,0.5,0.8,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.3,0.8,0.0,0.0,27.8,91.9,0.0,1.0,0.0
1745,Mateo Pavlovic,0.8,1.5,1.1,2.8,0.8,0.0,0.0,1.0,0.3,0.1,0.0,0.1,0.0,0.1,0.1,1.0,0.1,38.0,87.2,0.0,1.6,0.0
1746,Mateu Morey,1.0,1.4,0.9,0.5,0.1,0.0,0.0,2.0,0.2,0.5,0.3,0.6,0.1,0.5,1.0,2.0,0.5,48.6,85.8,0.5,2.2,0.0
1747,Mateusz Klich,1.1,0.3,1.3,0.4,0.1,0.0,4.0,5.0,1.0,1.3,0.4,0.6,0.2,0.6,1.1,5.0,1.3,41.9,82.3,0.3,1.5,0.0
1748,Matheus Cunha,1.3,1.1,1.7,0.3,0.1,0.0,7.0,4.0,2.6,1.8,3.0,2.8,0.2,2.5,2.7,4.0,1.8,23.1,70.9,1.2,1.7,0.0
1749,Matheus Pereira,0.8,0.9,1.0,0.4,0.0,0.0,11.0,6.0,2.0,1.8,1.2,1.6,0.4,1.4,2.2,6.0,1.8,28.5,79.6,1.1,1.5,0.2
1750,Mathew Leckie,0.7,0.8,0.6,0.5,0.0,0.0,0.0,1.0,0.1,0.4,0.4,0.2,0.1,0.6,1.0,1.0,0.4,10.8,78.1,0.2,0.5,0.0
1751,Mathias Pereira Lage,1.0,0.5,1.0,0.5,0.1,0.0,4.0,1.0,1.0,0.4,0.6,0.5,0.1,0.6,1.3,1.0,0.4,15.1,76.3,0.1,0.3,0.0
1752,Mathieu Cafaro,1.3,0.5,0.9,0.4,0.0,0.0,4.0,2.0,1.9,0.8,0.7,1.2,0.2,0.4,1.8,2.0,0.8,23.3,68.0,0.8,1.4,0.0
1753,Mathieu Debuchy,2.2,1.7,1.5,2.0,0.3,0.0,2.0,1.0,1.0,0.7,0.5,0.7,0.2,0.5,1.3,1.0,0.7,33.8,72.6,0.8,1.7,0.0
1754,Mathys Saban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0
1755,Mathías Olivera,2.0,1.0,0.9,1.6,0.1,0.0,0.0,0.0,0.6,0.7,0.8,0.8,0.1,0.8,1.2,0.0,0.7,26.8,65.7,0.5,1.0,0.0
1756,Matija Nastasic,0.7,1.7,1.1,3.3,1.2,0.0,0.0,0.0,0.5,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.1,44.7,86.0,0.0,3.5,0.0
1757,Mato Jajalo,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,71.9,0.0,0.0,0.0
1758,Mats Hummels,1.8,2.2,0.8,3.7,0.7,0.0,5.0,0.0,0.9,0.4,0.2,0.5,0.2,0.1,0.3,0.0,0.4,80.0,87.6,0.0,7.6,0.0
1759,Matt Doherty,1.7,1.4,1.2,2.1,0.3,0.0,0.0,2.0,0.2,0.6,0.3,0.7,0.0,0.5,1.1,2.0,0.6,39.8,80.5,0.5,1.2,0.0
1760,Matt Phillips,0.5,0.3,0.9,0.8,0.1,0.0,2.0,1.0,0.7,0.8,0.7,0.2,0.2,0.8,1.6,1.0,0.8,14.5,74.3,0.6,0.4,0.0
1761,Matt Ritchie,0.6,0.7,0.7,2.3,0.1,1.0,0.0,2.0,0.6,1.4,0.4,1.1,0.1,0.3,0.7,2.0,1.4,24.3,76.0,1.8,1.4,0.0
1762,Matt Targett,2.2,1.4,0.7,2.3,0.4,0.0,0.0,2.0,0.2,1.0,0.4,0.6,0.0,0.2,0.6,2.0,1.0,44.3,78.0,0.7,3.1,0.0
1763,Matteo Ahlinvi,1.3,0.1,0.9,0.4,0.0,0.0,2.0,0.0,0.6,0.3,1.0,0.8,0.1,0.8,1.3,0.0,0.3,15.8,81.9,0.0,0.5,0.0
1764,Matteo Darmian,1.2,0.7,0.8,1.2,0.1,0.0,3.0,3.0,0.3,0.4,0.1,0.6,0.1,0.2,0.3,3.0,0.4,14.8,83.9,0.4,0.7,0.0
1765,Matteo Darmian ,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.3,0.3,0.0,0.3,27.3,76.8,0.0,0.7,0.0
1766,Matteo Gabbia,1.1,0.4,0.6,2.5,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,45.0,91.7,0.0,2.8,0.0
1767,Matteo Lovato,1.0,1.5,1.0,2.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.1,0.6,0.0,0.2,26.2,78.8,0.0,1.5,0.0
1768,Matteo Pessina,0.5,0.6,0.9,0.2,0.1,0.0,2.0,2.0,0.8,1.0,0.5,0.8,0.0,0.7,1.3,2.0,1.0,33.1,84.4,0.1,0.9,0.0
1769,Matteo Politano,0.6,0.4,0.4,0.5,0.0,0.0,9.0,4.0,1.7,0.9,1.0,1.3,0.0,0.6,1.2,4.0,0.9,20.5,81.7,0.5,0.9,0.1
1770,Matteo Ricci,1.4,1.2,0.9,0.4,0.1,0.0,0.0,2.0,0.7,0.8,0.4,1.0,0.0,0.4,0.7,2.0,0.8,56.2,86.4,0.3,5.6,0.0
1771,Matteo Ruggeri,0.5,0.7,0.5,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.2,17.0,85.3,0.3,0.5,0.0
1772,Matteo Scozzarella ,1.3,2.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.7,0.3,0.0,2.0,31.0,84.9,1.7,2.3,0.0
1773,Matteo Tramoni,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.3,0.0,0.0,2.7,68.8,0.0,0.0,0.0
1774,Matthew Cash,2.5,2.1,1.3,2.9,0.4,0.0,0.0,2.0,0.3,0.8,0.4,0.8,0.1,0.5,0.7,2.0,0.8,36.0,75.7,0.8,2.0,0.0
1775,Matthew Hoppe,0.3,0.2,1.0,0.6,0.1,0.0,6.0,1.0,0.9,0.4,0.6,0.7,0.4,0.5,1.8,1.0,0.4,11.4,68.9,0.0,0.1,0.0
1776,Matthew Longstaff,0.6,1.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,0.0,0.2,0.2,0.0,0.4,27.8,82.7,0.4,0.6,0.0
1777,Matthew Lowton,1.6,1.6,0.6,2.3,0.4,0.0,1.0,1.0,0.6,0.8,0.8,0.4,0.0,0.3,1.1,1.0,0.8,35.1,68.8,0.4,3.2,0.1
1778,Matthias Ginter,0.8,1.5,0.3,3.5,0.9,0.0,2.0,1.0,0.7,0.3,0.3,1.0,0.0,0.1,0.1,1.0,0.3,68.9,84.8,0.1,4.0,0.0
1779,Matthieu Dreyer,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,20.9,58.5,0.0,5.1,0.0
1780,Matthieu Udol,1.4,1.6,0.6,0.9,0.2,0.0,0.0,3.0,0.5,0.9,0.6,0.7,0.0,0.7,1.3,3.0,0.9,29.0,83.6,0.6,1.0,0.0
1781,Matthijs de Ligt,1.4,1.1,1.5,2.4,0.8,0.0,1.0,1.0,0.7,0.3,0.2,0.9,0.1,0.1,0.4,1.0,0.3,63.9,92.5,0.1,2.6,0.0
1782,Matthis Abline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1783,Mattia Bani,0.9,2.5,1.2,3.5,1.0,0.0,0.0,0.0,0.5,0.2,0.0,0.6,0.1,0.5,0.2,0.0,0.2,47.5,84.1,0.1,3.7,0.0
1784,Mattia Bani ,1.3,2.2,1.1,3.1,0.4,0.0,0.0,0.0,0.5,0.1,0.0,0.5,0.0,0.1,0.2,0.0,0.1,46.9,89.2,0.1,3.1,0.0
1785,Mattia Caldara,0.2,0.7,0.5,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,9.5,89.5,0.0,1.0,0.0
1786,Mattia De Sciglio,1.0,0.9,0.8,1.2,0.1,0.0,0.0,1.0,0.1,0.3,0.4,0.3,0.0,0.1,0.6,1.0,0.3,28.8,84.2,0.3,1.5,0.0
1787,Mattia De Sciglio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,81.8,0.0,0.0,0.0
1788,Mattia Destro,0.2,0.1,1.3,0.3,0.0,0.0,11.0,1.0,1.3,0.2,0.8,1.3,0.8,0.7,1.5,1.0,0.2,9.3,69.1,0.0,0.2,0.0
1789,Mattia Pagliuca,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0
1790,Mattia Perin,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,31.8,60.4,0.0,7.5,0.0
1791,Mattia Sprocati ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0
1792,Mattia Zaccagni,0.8,0.8,1.0,0.3,0.1,0.0,5.0,5.0,0.9,1.1,1.7,3.0,0.3,1.8,2.1,5.0,1.1,23.7,74.1,0.3,0.9,0.0
1793,Mattias Svanberg,1.1,0.9,1.4,0.6,0.1,0.0,5.0,2.0,1.7,0.4,0.6,1.3,0.0,0.5,0.7,2.0,0.4,18.9,79.6,0.0,0.8,0.1
1794,Mattéo Guendouzi,1.0,0.9,1.0,0.8,0.2,0.0,2.0,1.0,0.7,0.7,1.0,2.0,0.0,1.1,1.2,1.0,0.7,40.9,86.7,0.1,2.5,0.0
1795,Matz Sels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,55.7,0.0,7.5,0.0
1796,Matías Vecino,0.1,0.5,0.4,0.4,0.1,0.0,1.0,1.0,0.8,0.5,0.1,0.3,0.0,0.1,0.0,1.0,0.5,15.5,83.1,0.0,0.8,0.0
1797,Mauro Arambarri,1.9,1.2,1.7,0.7,0.1,0.0,3.0,0.0,1.4,0.6,1.1,2.1,0.0,0.9,1.1,0.0,0.6,28.3,73.2,1.0,2.7,0.1
1798,Mauro Icardi,0.3,0.2,0.5,0.4,0.1,0.0,7.0,3.0,2.0,0.8,0.2,0.6,0.3,0.4,0.7,3.0,0.8,8.9,79.2,0.0,0.2,0.0
1799,Max Kruse,0.3,0.1,0.2,0.1,0.0,0.0,11.0,5.0,1.4,1.7,0.5,0.5,0.3,0.5,1.6,5.0,1.7,31.0,78.0,1.0,2.0,0.1
1800,Max Lowe,3.3,0.6,1.3,0.8,0.5,0.0,0.0,0.0,0.3,0.3,0.9,0.4,0.0,0.5,1.0,0.0,0.3,21.5,72.7,0.1,0.6,0.0
1801,Max Meyer,0.7,0.3,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.3,0.2,0.4,0.0,0.4,1.0,0.0,0.3,24.7,87.4,0.0,0.8,0.0
1802,Maxence Caqueret,2.5,0.8,1.1,0.1,0.1,0.0,0.0,1.0,0.3,0.6,1.1,0.9,0.0,1.0,1.3,1.0,0.6,36.3,86.9,0.1,1.7,0.0
1803,Maxence Lacroix,1.6,2.2,0.8,4.5,0.7,0.0,1.0,1.0,0.5,0.1,0.4,0.9,0.0,0.3,0.6,1.0,0.1,58.9,83.4,0.0,4.3,0.0
1804,Maxence Rivera,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.2,0.8,0.0,0.1,5.6,78.1,0.1,0.1,0.0
1805,Maxime Busi ,1.0,0.7,1.0,1.1,0.0,0.0,0.0,1.0,0.3,0.3,0.5,0.3,0.0,0.2,0.9,1.0,0.3,26.9,84.7,0.4,1.7,0.0
1806,Maxime Gonalons,2.1,1.0,1.2,0.8,0.0,0.0,0.0,1.0,0.2,0.3,0.7,1.1,0.1,0.7,0.4,1.0,0.3,28.3,82.9,0.0,2.4,0.0
1807,Maxime Le Marchand,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,42.5,91.8,0.0,4.0,0.0
1808,Maxime Lopez,0.8,0.6,0.8,0.3,0.0,0.0,2.0,0.0,0.3,0.7,0.6,0.8,0.0,0.4,0.6,0.0,0.7,57.0,94.1,0.2,1.1,0.0
1809,Maxime Lopez,0.3,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.0,0.3,14.0,82.1,0.0,0.3,0.0
1810,Maxime Poundjé,0.7,0.8,0.2,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.6,0.6,0.0,0.6,0.2,0.0,0.1,13.9,79.4,0.1,0.2,0.0
1811,Maximilian Arnold,1.6,1.6,1.3,1.8,0.1,0.0,3.0,6.0,1.8,1.6,0.6,2.1,0.0,0.7,1.0,6.0,1.6,50.1,84.4,1.4,5.2,0.1
1812,Maximilian Beier,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,Maximilian Eggestein,1.7,1.3,0.9,1.0,0.2,0.0,2.0,5.0,0.7,0.9,0.4,1.2,0.0,0.7,1.2,5.0,0.9,40.5,76.4,0.1,1.7,0.1
1814,Maximilian Kilman,1.2,1.1,1.1,2.2,0.4,0.0,0.0,1.0,0.4,0.3,0.4,0.2,0.0,0.1,0.2,1.0,0.3,41.4,87.9,0.0,0.9,0.0
1815,Maximilian Mittelstädt,2.4,2.0,0.9,1.8,0.2,0.0,0.0,2.0,0.6,0.9,0.7,0.7,0.0,0.4,0.9,2.0,0.9,32.9,74.6,0.7,2.7,0.0
1816,Maximilian Philipp,0.6,0.3,0.7,0.1,0.0,0.0,6.0,2.0,1.3,0.5,0.5,0.5,0.2,0.3,1.4,2.0,0.5,14.9,76.0,0.1,0.4,0.0
1817,Maximiliano Gómez,0.4,0.1,1.7,1.1,0.1,0.0,7.0,1.0,1.7,0.4,0.5,2.3,1.0,0.7,1.8,1.0,0.4,17.7,65.8,0.1,0.8,0.0
1818,Maximiliano Olivera,1.0,0.0,0.5,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,14.5,89.7,0.0,2.5,0.0
1819,Maxwel Cornet,1.9,1.2,0.8,1.2,0.1,0.0,2.0,5.0,0.6,0.7,0.6,0.9,0.1,0.4,1.0,5.0,0.7,38.7,80.8,0.4,1.6,0.0
1820,Maya Yoshida,0.5,1.8,0.5,2.8,1.1,0.0,1.0,2.0,0.3,0.2,0.2,0.6,0.0,0.0,0.4,2.0,0.2,37.5,85.1,0.0,3.3,0.0
1821,Mbaye Diagne,0.3,0.1,1.1,1.0,0.1,0.0,3.0,2.0,1.6,0.6,0.6,1.4,1.1,1.2,1.6,2.0,0.6,14.7,62.1,0.1,0.5,0.0
1822,Mehdi Abeid,1.9,1.1,1.7,0.6,0.1,0.0,0.0,0.0,1.1,0.7,1.1,1.2,0.1,0.6,1.3,0.0,0.7,37.2,88.2,0.6,2.2,0.0
1823,Mehdi Bourabia,0.4,0.8,1.0,0.5,0.4,0.0,1.0,0.0,0.6,0.1,0.5,0.4,0.0,0.3,0.6,0.0,0.1,23.7,84.6,0.0,0.7,0.0
1824,Mehdi Chahiri,0.8,0.3,0.2,0.1,0.0,0.0,2.0,0.0,0.9,0.3,1.2,0.4,0.1,1.0,1.4,0.0,0.3,11.0,75.6,0.0,0.4,0.0
1825,Mehdi Léris,0.6,0.6,0.7,0.5,0.1,0.0,0.0,0.0,0.1,0.4,0.3,0.2,0.0,0.2,0.5,0.0,0.4,9.9,79.8,0.2,0.3,0.0
1826,Mehdi Zerkane,0.9,0.3,0.8,0.1,0.1,0.0,1.0,1.0,0.6,0.5,0.6,0.9,0.0,0.7,1.0,1.0,0.5,20.9,84.8,0.1,0.3,0.0
1827,Mehmet Can Aydin,2.5,1.0,1.5,2.2,0.2,0.0,0.0,0.0,0.2,0.2,0.3,1.0,0.2,0.7,2.0,0.0,0.2,24.5,65.3,0.2,0.5,0.0
1828,Mehmet Zeki Çelik,2.5,1.3,1.9,1.3,0.2,1.0,3.0,2.0,0.5,0.8,0.7,0.5,0.1,0.5,1.2,2.0,0.8,45.2,78.6,0.4,2.0,0.0
1829,Melayro Bogarde,0.8,0.6,0.6,0.1,0.0,0.0,0.0,1.0,0.4,0.6,0.8,1.1,0.0,0.6,0.8,1.0,0.6,17.0,83.7,0.1,0.9,0.0
1830,Melvin Bard,0.9,0.4,0.6,0.8,0.1,0.0,0.0,0.0,0.1,0.3,0.6,0.4,0.0,0.1,0.9,0.0,0.3,21.8,82.3,0.3,0.2,0.0
1831,Memphis Depay,0.1,0.1,0.8,0.1,0.0,0.0,20.0,12.0,3.0,2.5,2.1,1.4,0.3,1.5,3.2,12.0,2.5,29.9,76.1,1.3,1.1,0.1
1832,Mergim Vojvoda,1.0,0.8,0.5,1.3,0.2,0.0,2.0,2.0,0.3,0.3,0.4,0.3,0.0,0.5,0.6,2.0,0.3,24.8,82.2,0.4,1.0,0.0
1833,Merih Demiral,0.8,1.4,0.7,2.6,0.6,0.0,0.0,1.0,0.4,0.3,0.1,0.1,0.1,0.1,0.2,1.0,0.3,41.3,94.0,0.0,1.3,0.0
1834,Mert Müldür,1.5,1.3,0.7,1.3,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.5,0.0,0.4,1.0,0.0,0.3,29.7,80.5,0.1,1.1,0.0
1835,Merveille Papela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,Mexer,1.0,1.9,1.1,2.4,0.6,0.0,0.0,0.0,0.1,0.2,0.3,0.2,0.0,0.3,0.2,0.0,0.2,51.1,86.5,0.0,3.4,0.0
1837,Michael Gregoritsch,0.5,0.1,0.5,0.7,0.0,0.0,1.0,2.0,0.5,0.2,0.4,0.6,0.2,0.6,0.9,2.0,0.2,10.1,65.7,0.2,0.3,0.0
1838,Michael Hector,0.8,0.0,1.3,1.5,0.5,0.0,0.0,0.0,0.3,0.3,0.8,0.8,0.0,0.0,0.8,0.0,0.3,46.5,79.0,0.0,5.0,0.0
1839,Michael Keane,0.8,1.5,0.4,4.5,0.9,0.0,3.0,1.0,0.5,0.2,0.1,0.2,0.0,0.1,0.2,1.0,0.2,55.4,87.2,0.0,3.7,0.0
1840,Michael Langer,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,65.2,0.0,4.3,0.0
1841,Michael Obafemi,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.8,0.0,0.5,0.3,0.0,0.3,3.0,100.0,0.0,0.0,0.0
1842,Michail Antonio,0.3,0.3,1.1,0.3,0.1,0.0,10.0,5.0,2.4,1.0,1.7,1.5,0.6,1.9,3.0,5.0,1.0,17.4,68.2,0.1,0.5,0.0
1843,Michaël Cuisance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0
1844,Michaël Cuisance,1.0,0.1,1.4,0.1,0.0,0.0,2.0,1.0,0.4,0.4,0.6,0.5,0.0,1.5,1.6,1.0,0.4,21.2,84.6,0.0,1.0,0.0
1845,Michel VlapArminia Bielefeld,0.1,0.7,0.4,0.3,0.0,0.0,1.0,1.0,0.4,1.0,0.1,0.9,0.0,0.9,1.9,1.0,1.0,14.3,75.0,0.7,0.4,0.0
1846,Michy Batshuayi,0.3,0.2,0.7,0.3,0.1,0.0,2.0,1.0,0.7,0.5,0.6,0.3,0.6,1.2,1.4,1.0,0.5,9.3,71.3,0.1,0.1,0.0
1847,Mickaël Malsa,1.6,1.2,1.1,1.0,0.3,0.0,1.0,0.0,0.7,0.3,0.6,1.0,0.0,0.7,0.7,0.0,0.3,39.4,84.6,0.0,2.5,0.0
1848,Miguel Almirón,1.4,0.7,0.5,0.5,0.1,0.0,4.0,1.0,1.0,0.9,1.1,1.1,0.2,1.0,1.4,1.0,0.9,25.0,82.0,0.2,1.0,0.1
1849,Miguel Baeza,0.3,0.1,0.2,0.1,0.0,0.0,1.0,0.0,0.5,0.4,0.1,0.4,0.1,0.1,0.7,0.0,0.4,8.9,82.1,0.2,0.5,0.0
1850,Miguel Gutiérrez,0.7,0.8,1.0,0.7,0.0,0.0,0.0,1.0,0.0,0.7,1.0,1.2,0.2,0.0,1.7,1.0,0.7,38.2,88.6,0.3,0.5,0.2
1851,Miguel Rodriguez,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,3.5,71.4,0.0,0.5,0.0
1852,Miguel Trauco,1.8,1.2,1.1,1.3,0.2,0.0,0.0,2.0,0.2,1.2,0.4,0.5,0.0,0.4,1.0,2.0,1.2,42.7,78.3,0.8,2.1,0.0
1853,Miguel Veloso,1.2,0.6,0.9,1.0,0.0,0.0,2.0,2.0,0.6,0.5,0.4,0.5,0.0,0.2,1.0,2.0,0.5,38.1,79.5,0.2,2.0,0.0
1854,Miguel Ángel Atienza,1.7,0.8,0.8,0.9,0.1,0.0,0.0,0.0,0.4,0.3,0.1,0.2,0.0,0.4,0.4,0.0,0.3,28.1,80.1,0.1,1.4,0.0
1855,Miguel Ángel Rubio,0.0,1.5,1.0,5.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,26.5,73.6,0.0,3.0,0.0
1856,Miha Zajc,0.7,0.9,0.9,0.6,0.1,0.0,1.0,3.0,0.6,0.6,0.9,0.9,0.1,0.6,1.6,3.0,0.6,31.7,84.6,0.6,1.3,0.0
1857,Mihai-Alexandru Dobre,0.5,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.3,0.0,0.4,0.8,0.0,0.2,7.5,73.2,0.0,0.0,0.0
1858,Mihailo Ristic,1.3,0.8,0.8,1.5,0.3,0.0,0.0,2.0,0.6,0.5,0.6,0.5,0.0,0.6,0.9,2.0,0.5,27.6,79.6,0.9,2.2,0.0
1859,Mijat Gacinovic,0.8,0.8,0.6,0.6,0.0,0.0,0.0,2.0,0.6,0.5,0.2,0.3,0.0,0.2,0.6,2.0,0.5,15.5,76.1,0.2,0.4,0.0
1860,Mikail Maden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
1861,Mike Maignan,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,22.9,67.3,0.0,4.3,0.0
1862,Mike van der HoornArminia Bielefeld,0.4,1.2,0.5,3.2,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.1,0.1,0.0,0.1,38.0,86.6,0.0,3.0,0.0
1863,Mikel Balenziaga,1.1,0.3,0.7,1.7,0.3,0.0,0.0,1.0,0.1,0.3,0.4,0.7,0.0,0.4,0.8,1.0,0.3,31.9,77.9,0.4,1.2,0.0
1864,Mikel Merino,2.3,1.2,3.0,1.0,0.3,0.0,2.0,4.0,1.3,1.1,1.2,2.1,0.1,1.0,1.6,4.0,1.1,45.3,76.7,0.1,2.1,0.2
1865,Mikel Oyarzabal,0.9,0.5,0.7,0.4,0.2,0.0,11.0,8.0,1.9,1.5,0.7,1.2,0.5,1.3,1.4,8.0,1.5,24.6,76.7,1.3,0.7,0.0
1866,Mikel Rico,0.8,0.7,0.6,0.6,0.1,0.0,1.0,4.0,0.6,0.6,0.7,0.7,0.1,0.7,1.3,4.0,0.6,26.7,80.1,0.3,1.7,0.0
1867,Mikel Vesga,0.9,0.9,1.4,1.2,0.3,0.0,0.0,1.0,0.7,0.4,0.3,0.4,0.0,0.3,0.7,1.0,0.4,30.1,77.9,0.0,1.9,0.0
1868,Mikkel Damsgaard,1.2,0.7,0.7,0.3,0.1,0.0,2.0,4.0,0.7,0.7,1.5,0.8,0.1,0.8,1.5,4.0,0.7,19.2,73.3,0.3,0.5,0.0
1869,Milan Badelj,1.9,2.9,1.1,1.4,0.3,0.0,1.0,4.0,0.6,1.0,1.2,1.1,0.0,0.7,1.0,4.0,1.0,52.4,82.1,0.1,4.2,0.0
1870,Milan Skriniar,1.5,0.9,1.1,2.7,0.6,0.0,3.0,0.0,0.5,0.3,0.2,0.8,0.0,0.4,0.6,0.0,0.3,67.5,92.2,0.1,2.6,0.0
1871,Milos Veljkovic,1.0,1.3,0.3,3.9,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0,37.3,74.2,0.0,3.8,0.0
1872,Milos Vulic,0.6,0.3,0.5,0.3,0.0,0.0,1.0,1.0,0.7,0.8,0.5,1.3,0.0,0.6,1.2,1.0,0.8,21.8,79.8,0.3,0.5,0.0
