,players,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall
973,Fernando Pacheco,29,La Liga,Goalkeeper,Deportivo Alavés,3348,1710,1638,Spain,38,19,19,0,0,0,0,0,0,0,0,9,5,4,54,23,31,1,0,0.0,0.0,0.0,0.0,0.0,0,1.45,62,88,3348,0,0.03
974,Ferris N'Goma,28,Ligue 1,Forward,Brest,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
975,Ferrán Torres García,21,Premier League,Forward,Manchester City,1306,632,674,Spain,24,12,12,7,3,4,2,1,1,0,0,13,6,7,12,6,6,1,0,0.62,0.14,0.48,0.43,0.53,187,0.83,109,54,1306,653,0.07
976,Fidel Chaves de la Torre,31,La Liga,Midfielder,Elche CF,2403,1291,1112,Spain,30,16,14,6,5,1,3,1,2,2,1,6,3,3,29,12,17,8,0,0.34,0.11,0.22,0.35,0.08,401,1.09,83,80,300,801,0.3
977,Fikayo Tomori,23,Serie A,Defender,AC Milan,1466,630,836,England,17,7,10,1,0,1,0,0,0,0,0,7,3,4,14,5,9,0,0,0.06,0.0,0.06,0.0,0.11,1466,0.86,105,86,0,0,0.0
978,Fikayo Tomori,23,Premier League,Defender,Chelsea,44,44,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4.09,22,44,0,0,0.0
979,Filip Jörgensen,19,La Liga,Goalkeeper,Villarreal,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
980,Filip Kostić,28,Bundesliga,Midfielder,Eintracht Frankfurt,2536,1350,1186,Serbia,30,15,15,4,2,2,14,8,6,0,0,4,2,2,38,16,22,4,0,0.64,0.5,0.14,0.13,0.15,634,1.35,67,85,634,181,0.14
981,Filip Krovinović,25,Premier League,Midfielder,West Bromwich Albion,543,246,297,Croatia,11,5,6,0,0,0,0,0,0,0,0,2,2,0,11,5,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.82,49,49,0,0,0.0
982,Filip Malbašić,28,La Liga,Midfielder,Cádiz,846,411,435,Serbia,28,13,15,0,0,0,1,0,1,0,0,9,3,6,9,6,3,2,0,0.11,0.11,0.0,0.0,0.0,0,0.96,94,30,423,846,0.21
983,Filip Stankovic,19,Serie A,Goalkeeper,Inter Milan,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
984,Filip Đuričić,29,Serie A,Midfielder,Sassuolo,2098,1035,1063,Serbia,32,16,16,5,3,2,4,2,2,1,0,5,2,3,29,18,11,5,0,0.39,0.17,0.21,0.26,0.17,420,1.24,72,66,420,525,0.21
985,Filippo Melegoni,22,Serie A,Midfielder,Genoa,381,134,247,Italy,14,7,7,0,0,0,0,0,0,0,0,4,2,2,9,5,4,1,0,0.0,0.0,0.0,0.0,0.0,0,2.13,42,27,381,0,0.24
986,Filippo Ranocchia,20,Serie A,Midfielder,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
987,Filippo Rinaldi,18,Serie A,Goalkeeper,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
988,Filippo Terracciano,18,Serie A,Midfielder,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
989,Finn Dahmen,23,Bundesliga,Goalkeeper,Mainz 05,270,90,180,Germany,3,1,2,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0.0,0.0,0.0,0.0,0.0,0,3.33,27,90,0,0,0.0
990,Flavien Tait,28,Ligue 1,Midfielder,Rennes,1370,659,711,France,23,10,13,1,1,0,3,1,2,0,0,5,2,3,21,10,11,6,0,0.26,0.2,0.07,0.14,0.0,1370,1.38,65,60,228,457,0.39
991,Flavius Daniliuc,20,Ligue 1,Defender,Nice,1472,776,696,Austria,23,12,11,1,0,1,0,0,0,0,0,6,1,5,20,14,6,0,0,0.06,0.0,0.06,0.0,0.13,1472,1.22,74,64,0,0,0.0
992,Florent Mollet,29,Ligue 1,Midfielder,Montpellier,2370,1119,1251,France,34,17,17,3,1,2,5,3,2,0,0,5,1,4,44,27,17,7,2,0.3,0.19,0.11,0.08,0.14,790,1.67,54,70,263,474,0.34
993,Florent Shehu,19,Serie A,Midfielder,Lazio,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
994,Florent da Silva,18,Ligue 1,Midfielder,Olympique Lyonnais,2,2,0,France,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,0.0
995,Florentino Ibrain Morris Luis,21,Ligue 1,Midfielder,Monaco,235,117,118,Portugal,9,4,5,0,0,0,0,0,0,0,0,2,1,1,6,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0,2.3,39,26,235,0,0.38
996,Florian Flick,21,Bundesliga,Defender,Schalke 04,360,180,180,Germany,4,2,2,1,1,0,0,0,0,0,0,0,0,0,10,5,5,1,0,0.25,0.0,0.25,0.5,0.0,360,2.5,36,90,360,0,0.25
997,Florian Grillitsch,25,Bundesliga,Midfielder,Hoffenheim,1882,918,964,Austria,26,13,13,2,2,0,1,1,0,0,0,3,2,1,30,12,18,6,1,0.14,0.05,0.1,0.2,0.0,941,1.43,63,72,314,1882,0.29
998,Florian Hübner,30,Bundesliga,Defender,Union Berlin,526,270,256,Germany,6,3,3,0,0,0,0,0,0,0,0,3,2,1,4,2,2,3,0,0.0,0.0,0.0,0.0,0.0,0,0.68,132,88,175,0,0.51
999,Florian Kainz,28,Bundesliga,Midfielder,Köln,450,236,214,Austria,8,4,4,1,0,1,0,0,0,0,0,2,1,1,8,4,4,1,0,0.2,0.0,0.2,0.0,0.42,450,1.6,56,56,450,0,0.2
1000,Florian Lejeune,30,La Liga,Defender,Deportivo Alavés,3016,1486,1530,France,34,17,17,1,1,0,1,1,0,0,0,8,4,4,51,22,29,10,0,0.06,0.03,0.03,0.06,0.0,3016,1.52,59,89,302,3016,0.3
1001,Florian Miguel,24,Ligue 1,Defender,Nîmes,1537,942,595,France,21,13,8,0,0,0,0,0,0,0,0,5,3,2,26,15,11,5,2,0.0,0.0,0.0,0.0,0.0,0,1.52,59,73,256,0,0.35
1002,Florian Müller,23,Bundesliga,Goalkeeper,Freiburg,2790,1440,1350,Germany,31,16,15,0,0,0,0,0,0,0,0,6,4,2,45,21,24,0,0,0.0,0.0,0.0,0.0,0.0,0,1.45,62,90,0,0,0.0
1003,Florian Neuhaus,24,Bundesliga,Midfielder,Borussia M'gladbach,2631,1428,1203,Germany,33,17,16,6,4,2,5,4,1,0,0,7,4,3,44,18,26,9,0,0.38,0.17,0.21,0.25,0.15,439,1.51,60,80,292,526,0.31
1004,Florian Niederlechner,30,Bundesliga,Forward,Augsburg,1745,759,986,Germany,28,12,16,5,3,2,4,1,3,0,0,5,2,3,30,11,19,4,1,0.46,0.21,0.26,0.36,0.18,349,1.55,58,62,436,436,0.21
1005,Florian Sotoca,30,Ligue 1,Forward,Lens,2422,1212,1210,France,33,17,16,8,5,3,3,1,2,2,0,7,4,3,33,17,16,7,0,0.41,0.11,0.3,0.37,0.22,303,1.23,73,73,346,807,0.26
1006,Florian Thauvin,28,Ligue 1,Midfielder,Olympique Marseille,2748,1533,1215,France,36,19,17,8,5,3,8,4,4,0,2,8,2,6,33,20,13,5,0,0.52,0.26,0.26,0.29,0.22,344,1.08,83,76,550,344,0.16
1007,Florian Wirtz,18,Bundesliga,Midfielder,Bayer Leverkusen,2228,1157,1071,Germany,29,15,14,5,4,1,6,2,4,0,0,6,1,5,27,14,13,1,0,0.44,0.24,0.2,0.31,0.08,446,1.09,83,77,2228,371,0.04
1008,Florin Andone,28,Premier League,Forward,Brighton & Hove Albion,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1009,Fodé Ballo Touré,24,Ligue 1,Midfielder,Monaco,646,490,156,France,24,13,11,0,0,0,3,1,2,0,0,8,3,5,15,12,3,2,0,0.42,0.42,0.0,0.0,0.0,0,2.09,43,27,323,215,0.28
1010,Fodé Doucouré,0,Ligue 1,Defender,Reims,330,201,129,Mali,7,4,3,0,0,0,0,0,0,0,0,1,0,1,6,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.64,55,47,0,0,0.0
1011,Fouad Chafik,34,Ligue 1,Defender,Dijon,1621,852,769,Morocco,23,10,13,1,1,0,0,0,0,0,0,3,2,1,35,13,22,5,0,0.06,0.0,0.06,0.11,0.0,1621,1.94,46,70,324,0,0.28
1012,Francesco Acerbi,33,Serie A,Defender,Lazio,2815,1378,1437,Italy,32,16,16,0,0,0,1,1,0,0,0,10,5,5,43,17,26,9,1,0.03,0.03,0.0,0.0,0.0,0,1.37,65,88,313,2815,0.29
1013,Francesco Caputo,33,Serie A,Forward,Sassuolo,1700,914,786,Italy,25,12,13,11,6,5,5,0,5,3,0,2,2,0,27,13,14,1,0,0.85,0.26,0.58,0.59,0.57,155,1.43,63,68,1700,340,0.05
1014,Francesco Cassata,24,Serie A,Midfielder,Genoa,223,76,147,Italy,8,4,4,0,0,0,0,0,0,0,0,2,1,1,5,3,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.02,45,28,112,0,0.81
1015,Francesco D'Alterio,19,Serie A,Goalkeeper,Crotone,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1016,Francesco Magnanelli,36,Serie A,Midfielder,Sassuolo,444,176,268,Italy,10,5,5,0,0,0,0,0,0,0,0,2,1,1,4,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.81,111,44,222,0,0.41
1017,Francesco Paolo Cusumano,20,Serie A,Defender,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1018,Francesco Rossi,30,Serie A,Goalkeeper,Atalanta,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1019,Francis Coquelin,30,La Liga,Midfielder,Villarreal,729,353,376,France,22,10,12,0,0,0,0,0,0,0,0,7,3,4,11,3,8,4,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,33,182,0,0.49
1020,Francisco António Machado Mota de Castro Trincão,21,La Liga,Forward,FC Barcelona,682,463,219,Portugal,28,17,11,3,2,1,2,2,0,0,0,9,5,4,6,5,1,1,0,0.66,0.26,0.4,0.39,0.41,227,0.79,114,24,682,341,0.13
1021,Francisco Javier Alvarez Rodríguez,23,La Liga,Midfielder,Real Valladolid,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1022,Francisco Javier Delgado Rojano,20,La Liga,Defender,Real Betis,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1023,Francisco Javier Hidalgo Gómez,27,La Liga,Midfielder,Levante UD,1091,606,485,Spain,28,15,13,0,0,0,0,0,0,0,0,2,1,1,17,12,5,3,0,0.0,0.0,0.0,0.0,0.0,0,1.4,64,39,364,0,0.25
1024,Francisco José Beltrán Peinado,22,La Liga,Midfielder,Celta de Vigo,1390,807,583,Spain,32,18,14,3,2,1,0,0,0,0,0,8,5,3,24,15,9,3,0,0.19,0.0,0.19,0.22,0.15,463,1.55,58,43,463,0,0.19
1025,Francisco José Olivas Alba,32,La Liga,Defender,Real Valladolid,173,142,31,Spain,5,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0,1.56,58,35,173,0,0.52
1026,Francisco Portillo,31,La Liga,Midfielder,Getafe CF,408,139,269,Spain,16,9,7,0,0,0,1,0,1,0,0,3,3,0,5,0,5,1,0,0.22,0.22,0.0,0.0,0.0,0,1.1,82,26,408,408,0.22
1027,Francisco Reis Ferreira,24,La Liga,Defender,Valencia CF,180,0,180,Portugal,3,1,2,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,1.5,60,60,0,0,0.0
1028,Franck Honorat,24,Ligue 1,Forward,Brest,2469,1245,1224,France,36,19,17,8,7,1,4,4,0,0,0,6,3,3,44,26,18,3,0,0.44,0.15,0.29,0.51,0.07,309,1.6,56,69,823,617,0.11
1029,Franck Ribery,38,Serie A,Midfielder,Fiorentina,2172,962,1210,France,29,12,17,2,1,1,6,1,5,0,0,6,3,3,32,10,22,7,1,0.33,0.25,0.08,0.09,0.07,1086,1.33,68,75,272,362,0.33
1030,Franck Yannick Kessié,24,Serie A,Midfielder,AC Milan,3230,1523,1707,Côte d'Ivoire,37,18,19,13,3,10,4,2,2,11,2,14,7,7,39,22,17,8,0,0.47,0.11,0.36,0.18,0.53,248,1.09,83,87,404,808,0.22
1031,Franco Ezequiel Carboni,18,Serie A,Forward,Inter Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1032,Franco Israel Wibmer,21,Serie A,Goalkeeper,Juventus,0,0,0,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1033,Franco Orlando Vezzoni,19,Serie A,Midfielder,Inter Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1034,Franco Vázquez,32,La Liga,Forward,Sevilla FC,152,108,44,Italy,15,10,5,1,1,0,0,0,0,0,0,6,6,0,3,0,3,1,0,0.59,0.0,0.59,0.83,0.0,152,1.78,51,10,152,0,0.59
1035,Frankie Maguire,0,Premier League,Midfielder,Sheffield United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1036,Franklin Wadja,26,Ligue 1,Midfielder,Lorient,29,20,9,Cameroon,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7,29,0,3.1
1037,Fraser Forster,33,Premier League,Goalkeeper,Southampton,720,360,360,England,8,4,4,0,0,0,0,0,0,0,0,2,1,1,10,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0,1.25,72,90,0,0,0.0
1038,Fraser Hornby,21,Ligue 1,Midfielder,Reims,31,23,8,Scotland,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10,31,0,2.9
1039,Frederico Rodrigues Santos,28,Premier League,Midfielder,Manchester United,2396,1160,1236,Brazil,30,15,15,1,0,1,0,0,0,0,0,11,5,6,23,13,10,5,0,0.04,0.0,0.04,0.0,0.07,2396,0.86,104,80,479,0,0.19
1040,Frederik Alves Ibsen,19,Premier League,Defender,West Ham United,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1041,Frederik Rønnow,28,Bundesliga,Goalkeeper,Schalke 04,944,450,494,Denmark,11,5,6,0,0,0,0,0,0,0,0,1,1,0,24,7,17,0,0,0.0,0.0,0.0,0.0,0.0,0,2.29,39,86,0,0,0.0
1042,Frederik Sorensen,29,Bundesliga,Defender,Köln,99,95,4,Denmark,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0,2.73,33,33,50,0,1.82
1043,Fredrik Jensen,23,Bundesliga,Midfielder,Augsburg,367,190,177,Finland,13,6,7,0,0,0,1,1,0,0,0,2,1,1,4,1,3,0,0,0.25,0.25,0.0,0.0,0.0,0,0.98,92,28,0,367,0.0
1044,Frenkie de Jong,24,La Liga,Midfielder,FC Barcelona,3158,1529,1629,Netherlands,37,18,19,3,1,2,4,2,2,0,0,14,6,8,33,16,17,5,0,0.2,0.11,0.09,0.06,0.11,1053,0.94,96,85,632,790,0.14
1045,Frédéric Guilbert,26,Ligue 1,Defender,Strasbourg,1116,540,576,France,13,6,7,1,1,0,4,0,4,0,0,3,2,1,16,10,6,3,1,0.4,0.32,0.08,0.17,0.0,1116,1.29,70,86,279,279,0.32
1046,Frédéric Guilbert,26,Premier League,Defender,Aston Villa,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1047,Frédéric Sammaritano,35,Ligue 1,Midfielder,Dijon,1119,525,594,France,30,17,13,0,0,0,2,1,1,0,0,4,3,1,22,9,13,5,1,0.16,0.16,0.0,0.0,0.0,0,1.77,51,37,187,560,0.48
1048,Fábio Daniel Soares Silva,19,Premier League,Forward,Wolverhampton Wanderers,1352,742,610,Portugal,32,16,16,4,2,2,3,2,1,1,0,6,4,2,23,11,12,2,0,0.47,0.2,0.27,0.24,0.3,338,1.53,59,42,676,451,0.13
1049,Fábio Pereira da Silva,31,Ligue 1,Defender,Nantes,1512,815,697,Brazil,22,12,10,0,0,0,1,0,1,0,0,4,2,2,25,15,10,5,1,0.06,0.06,0.0,0.0,0.0,0,1.49,60,69,302,1512,0.3
1050,Gabriel Haider,19,Bundesliga,Defender,Hoffenheim,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1051,Gabriel Jesus,24,Premier League,Forward,Manchester City,2060,1117,943,Brazil,29,15,14,9,5,4,4,1,3,0,0,15,8,7,15,7,8,2,0,0.57,0.17,0.39,0.4,0.38,229,0.66,137,71,1030,515,0.09
1052,Gabriel Paulista,30,La Liga,Defender,Valencia CF,2717,1367,1350,Brazil,31,16,15,4,3,1,1,1,0,0,0,5,3,2,42,16,26,6,0,0.17,0.03,0.13,0.2,0.07,679,1.39,65,88,453,2717,0.2
1053,Gabriel Pereira Valadares,20,Serie A,Midfielder,Lazio,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1054,Gabriel Roberto Pereira,19,Serie A,Goalkeeper,Lazio,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1055,Gabriel Silva,30,Ligue 1,Defender,Saint-Étienne,356,266,90,Brazil,4,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0,1.01,89,89,356,0,0.25
1056,Gabriel Teodoro Martinelli Silva,20,Premier League,Midfielder,Arsenal,588,309,279,Brazil,14,8,6,2,0,2,1,0,1,0,0,6,3,3,3,3,0,0,0,0.46,0.15,0.31,0.0,0.65,294,0.46,196,42,0,588,0.0
1057,Gabriel Veiga Novas,19,La Liga,Midfielder,Celta de Vigo,114,80,34,Spain,6,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1.58,57,19,114,0,0.79
1058,Gabriel dos Santos Magalhães,23,Premier League,Defender,Arsenal,1996,1142,854,Brazil,23,13,10,2,1,1,0,0,0,0,0,6,1,5,24,18,6,4,1,0.09,0.0,0.09,0.08,0.11,998,1.08,83,87,499,0,0.18
1059,Gabriele Artistico,19,Serie A,Forward,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1060,Gabriele Moncini,25,Serie A,Forward,Benevento,355,149,206,Italy,10,5,5,0,0,0,0,0,0,0,0,3,2,1,9,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0,2.28,39,36,0,0,0.0
1061,Gabriele Zappa,21,Serie A,Defender,Cagliari,2402,1374,1028,Italy,34,19,15,0,0,0,4,3,1,0,0,5,3,2,42,21,21,3,0,0.15,0.15,0.0,0.0,0.0,0,1.57,57,71,801,601,0.11
1062,Gael Alonso Moreno,0,La Liga,Defender,Celta de Vigo,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1063,Gaetan Robail,27,Ligue 1,Forward,Lens,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1064,Gaetano Berardi,32,Premier League,Defender,Leeds United,113,69,44,Switzerland,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,57,0,0,0.0
1065,Gaetano Castrovilli,24,Serie A,Midfielder,Fiorentina,2348,1208,1140,Italy,34,16,18,5,4,1,3,2,1,0,0,8,4,4,38,14,24,9,1,0.31,0.11,0.19,0.3,0.08,470,1.46,62,69,235,783,0.38
1066,Gaetano Letizia,31,Serie A,Defender,Benevento,1569,773,796,Italy,24,13,11,3,1,2,1,0,1,0,0,5,2,3,27,10,17,2,0,0.23,0.06,0.17,0.12,0.23,523,1.55,58,65,785,1569,0.11
1067,Gaizka Ayesa Burgui,20,La Liga,Goalkeeper,Real Sociedad,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1068,Gaizka Campos Bahíllo,24,La Liga,Goalkeeper,Real Valladolid,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1069,Gareth Bale,32,Premier League,Forward,Tottenham Hotspur,921,504,417,Wales,20,11,9,11,9,2,2,1,1,0,0,5,3,2,10,5,5,1,0,1.27,0.2,1.07,1.61,0.43,84,0.98,92,46,921,461,0.1
1070,Garissone Innocent,21,Ligue 1,Goalkeeper,PSG,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1071,Gary Alexis Medel Soto,33,Serie A,Defender,Bologna,511,217,294,Chile,11,4,7,0,0,0,1,1,0,0,0,0,0,0,12,7,5,1,0,0.18,0.18,0.0,0.0,0.0,0,2.11,43,46,511,511,0.18
1072,Gary Cahill,35,Premier League,Defender,Crystal Palace,1800,990,810,England,20,11,9,1,0,1,1,0,1,0,0,4,3,1,35,19,16,3,0,0.1,0.05,0.05,0.0,0.11,1800,1.75,51,90,600,1800,0.15
1073,Gastón Alexis Silva Perdomo,27,La Liga,Defender,SD Huesca,598,208,390,Uruguay,12,5,7,0,0,0,0,0,0,0,0,4,4,0,7,2,5,2,0,0.0,0.0,0.0,0.0,0.0,0,1.05,85,50,299,0,0.3
1074,Gastón Brugman,28,Serie A,Midfielder,Parma,1625,829,796,Uruguay,26,14,12,1,0,1,1,0,1,0,0,3,3,0,34,17,17,7,0,0.11,0.06,0.06,0.0,0.11,1625,1.88,48,63,232,1625,0.39
1075,Gastón Ramírez,30,Serie A,Midfielder,Sampdoria,965,489,476,Uruguay,25,12,13,0,0,0,4,3,1,0,0,3,2,1,16,8,8,5,0,0.37,0.37,0.0,0.0,0.0,0,1.49,60,39,193,241,0.47
1076,Gastón Rodrigo Pereiro López,26,Serie A,Forward,Cagliari,262,221,41,Uruguay,15,9,6,2,1,1,2,2,0,0,0,0,0,0,4,3,1,0,0,1.37,0.69,0.69,0.41,2.2,131,1.37,66,17,0,131,0.0
1077,Gautier Larsonneur,24,Ligue 1,Goalkeeper,Brest,3150,1530,1620,France,35,17,18,0,0,0,0,0,0,0,0,6,3,3,59,28,31,2,0,0.0,0.0,0.0,0.0,0.0,0,1.69,53,90,1575,0,0.06
1078,Gaël Kakuta,30,Ligue 1,Forward,Lens,2414,1135,1279,Congo DR,35,17,18,11,5,6,5,2,3,7,2,7,3,4,35,19,16,3,0,0.6,0.19,0.41,0.4,0.42,219,1.3,69,69,805,483,0.11
1079,Gaëtan Charbonnier,32,Ligue 1,Forward,Brest,1563,765,798,France,36,18,18,6,1,5,1,1,0,1,0,6,3,3,29,14,15,4,0,0.4,0.06,0.35,0.12,0.56,261,1.67,54,43,391,1563,0.23
1080,Gaëtan Laborde,27,Ligue 1,Forward,Montpellier,3270,1664,1606,France,38,19,19,16,8,8,8,5,3,0,0,5,1,4,57,33,24,3,0,0.66,0.22,0.44,0.43,0.45,204,1.57,57,86,1090,409,0.08
1081,Gaëtan Paquiez,27,Ligue 1,Midfielder,Nîmes,1044,558,486,France,16,7,9,0,0,0,0,0,0,0,0,3,0,3,20,13,7,1,0,0.0,0.0,0.0,0.0,0.0,0,1.72,52,65,1044,0,0.09
1082,Gaëtan Poussin,22,Ligue 1,Goalkeeper,Bordeaux,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1083,Gedson Carvalho Fernandes,22,Premier League,Midfielder,Tottenham Hotspur,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
1084,Gelson Dany Batalha Martins,26,Ligue 1,Forward,Monaco,1563,781,782,Portugal,23,11,12,3,2,1,2,2,0,0,0,9,4,5,23,12,11,3,0,0.29,0.12,0.17,0.23,0.12,521,1.32,68,68,521,782,0.17
1085,Gennaro Acampora,27,Serie A,Midfielder,Spezia,432,206,226,Italy,14,6,8,0,0,0,0,0,0,0,0,1,1,0,11,5,6,2,0,0.0,0.0,0.0,0.0,0.0,0,2.29,39,31,216,0,0.42
