,Player,age,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
73,Christoph Daferner,23,Forward,Freiburg,24,24,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7.5,12,24,0,0,0,-1,-1,-1,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0
74,Christoph Janker,36,Defender,Augsburg,70,17,53,Germany,4,1,3,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,5.14,18,18,0,0,0,-1,-1,-1,18,0.5,0,0.8,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,7,85.7,0,0,0
75,Christoph Kramer,30,Midfielder,Borussia M'gladbach,1136,540,596,Germany,18,8,10,2,0,2,1,0,1,0,0,6,0,6,19,13,6,6,0,0.24,0.08,0.16,0,0.3,568,1.51,60,63,189,1136,0.48,124,173,-1,9,2.3,1.2,1.3,0.1,1.2,1.4,0.2,0,2,1,0.4,0.5,0.5,0.8,0,0.9,1.3,1,0.5,40.7,88.9,0,1.4,0.1
76,Claudio Miguel Pizarro Bossio,42,Forward,Werder Bremen,673,361,312,Peru,26,14,12,5,3,2,2,1,1,0,0,4,2,2,11,7,4,1,0,0.94,0.27,0.67,0.75,0.58,135,1.47,61,26,673,337,0.13,6,27,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Constantin Frommann,22,Goalkeeper,Freiburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Corentin Tolisso,26,Midfielder,Bayern München,52,42,10,France,2,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1.73,0,1.73,2.14,0,52,1.73,52,26,0,0,0,-1,-1,-1,15,0,0,0,0,0,1,0.5,0,1,0,0.5,1,0,0.5,0,0,0.5,0,1,21.5,79.1,0,1,0
79,Dan-Axel Zagadou,21,Defender,Borussia Dortmund,1267,591,676,France,17,9,8,2,1,1,0,0,0,0,0,6,3,3,20,9,11,4,0,0.14,0,0.14,0.15,0.13,634,1.42,63,75,317,0,0.28,132,337,63,9,0.8,1.5,0.8,0.6,4.1,0.1,0.6,0,2,0,0.6,0.1,0.8,0.2,0,0.2,0.4,0,0.1,61.3,87.8,0,3.2,0
80,Daniel Baier,36,Midfielder,Augsburg,2824,1374,1450,Germany,33,16,17,0,0,0,1,0,1,0,0,5,3,2,56,26,30,7,0,0.03,0.03,0,0,0,0,1.78,50,86,403,2824,0.22,365,220,-1,27,1.9,1.8,1.5,0.1,1.5,1.3,0.2,0,0,1,0.8,0.7,0.5,1.5,0,0.8,1,1,0.7,47.7,76.4,0.1,3.6,0
81,Daniel Brosinski,32,Defender,Mainz 05,2206,1110,1096,Germany,26,13,13,3,3,0,5,4,1,3,0,4,2,2,50,21,29,2,0,0.33,0.2,0.12,0.24,0,735,2.04,44,85,1103,441,0.08,145,65,125,6,1,1,0.5,0.1,1.9,0.6,0.3,0,3,5,0.7,1.5,0.2,0.5,0,0.4,1,5,1.5,36.2,74.2,1.3,3,0
82,Daniel Caligiuri,33,Midfielder,Schalke 04,2760,1349,1411,Germany,31,15,16,7,4,3,3,2,1,4,2,5,3,2,48,24,24,9,0,0.33,0.1,0.23,0.27,0.19,394,1.57,58,89,307,920,0.29,88,144,-1,1,3,1.6,1,0.1,2,1.9,0.3,0,7,3,1.6,1.9,2.1,1.2,0,1.4,1.5,3,1.9,37.2,68.5,1.5,2.7,0
83,Daniel Didavi,31,Midfielder,Stuttgart,948,462,486,Germany,20,11,9,2,2,0,2,2,0,0,0,3,2,1,19,4,15,0,0,0.38,0.19,0.19,0.39,0,474,1.8,50,47,0,474,0,103,73,-1,8,1.1,0.2,0.6,0,0.3,0.7,0.1,0,2,2,1.2,1.4,0.6,1.5,0.3,1.1,1.6,2,1.4,19.1,78.5,1,0.5,0.2
84,Daniel Ginczek,29,Forward,Wolfsburg,1271,667,604,Germany,24,13,11,6,3,3,2,1,1,0,0,6,3,3,13,8,5,4,0,0.57,0.14,0.42,0.4,0.45,212,0.92,98,53,318,636,0.28,40,104,-1,2,0.4,0.1,0.6,0,0.8,0.6,0.1,0,6,2,1.5,0.5,0.6,0.6,0.2,1,1.8,2,0.5,13.9,58.7,0.3,0.7,0
85,Danny Blum,30,Forward,Eintracht Frankfurt,2,0,2,Germany,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0
86,Danny Latza,31,Midfielder,Mainz 05,1873,955,918,Germany,24,12,12,0,0,0,3,3,0,0,0,4,2,2,40,15,25,4,0,0.14,0.14,0,0,0,0,1.92,47,78,468,624,0.19,268,108,-1,13,1.7,0.8,1,0,1.1,1.7,0.4,0,0,3,1.6,1,0.7,1.7,0.1,1,1.6,3,1,42.3,80.7,0.1,2.3,0.2
87,Danny Vieira da Costa,27,Defender,Eintracht Frankfurt,3035,1530,1505,Germany,34,17,17,2,2,0,4,2,2,0,0,9,4,5,45,20,25,1,0,0.18,0.12,0.06,0.12,0,1518,1.33,67,89,3035,759,0.03,207,121,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,David Abraham,34,Defender,Eintracht Frankfurt,1422,630,792,Argentina,17,7,10,0,0,0,0,0,0,0,0,3,2,1,27,6,21,2,0,0,0,0,0,0,0,1.71,53,84,711,0,0.13,239,234,96,21,1.3,1.4,0.6,0.7,3.6,0.8,0.7,0,0,0,0.3,0.3,0.4,0.5,0,0.1,0.3,0,0.3,38.7,77.4,0.2,4.2,0
89,David Alaba,28,Defender,Bayern München,2533,1244,1289,Austria,31,16,15,3,1,2,3,2,1,0,0,11,6,5,26,11,15,4,0,0.21,0.11,0.11,0.07,0.14,844,0.92,97,82,633,844,0.14,155,131,14,9,1.1,1,0.4,0.3,1,0.3,0.1,0,3,3,1.5,0.9,0.9,0.4,0.2,0.6,0.8,3,0.9,56.9,85.5,0.7,1.7,0
90,David Kopacz,21,Midfielder,Stuttgart,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,David Otto,22,Forward,Hoffenheim,25,25,0,Germany,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,20,0.7,0,0,0,0,0.3,0,0,0,0,0,0.7,0,0,0,0.7,0.7,0,0.7,3.7,54.5,0,0,0.3
92,Davie Selke,26,Forward,Hertha BSC,1730,845,885,Germany,30,15,15,3,1,2,5,2,3,0,0,7,3,4,30,11,19,4,0,0.42,0.26,0.16,0.11,0.2,577,1.56,58,58,433,346,0.21,122,29,-1,6,0.2,0,0.9,0,0.2,0.2,0,0,3,5,1.5,0.6,0.7,0.9,0.4,1,1.4,5,0.6,15.1,59.7,0.1,0.2,0
93,Davor Lovren,22,Midfielder,Fortuna Düsseldorf,44,0,44,Croatia,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6.14,15,22,0,0,0,-1,-1,-1,17,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,1,0,0,8,75,0,0,0
94,Davy Klaassen,28,Midfielder,Werder Bremen,2823,1496,1327,Netherlands,33,17,16,5,3,2,4,4,0,0,0,4,2,2,43,24,19,5,0,0.29,0.13,0.16,0.18,0.14,565,1.37,66,86,565,706,0.16,118,117,-1,4,1.9,1.4,1.4,0.1,1.2,1.1,0.3,0,5,4,1,1.2,0.5,0.7,0,0.5,1.3,4,1.2,36,74.5,0.3,1.4,0
95,Dawid Kownacki,24,Forward,Fortuna Düsseldorf,576,218,358,Poland,10,5,5,4,0,4,0,0,0,0,0,1,0,1,11,5,6,2,0,0.63,0,0.63,0,1.01,144,1.72,52,58,288,0,0.31,13,262,-1,4,1.3,0.2,0.4,0,0.8,0.9,0,0,4,0,1.3,0.5,0.5,0.9,0.2,0.8,0.4,0,0.5,14.3,67.8,0.3,0.8,0
96,Dayot Upamecano,22,Defender,RB Leipzig,1292,752,540,France,15,9,6,0,0,0,0,0,0,0,0,5,5,0,15,5,10,5,0,0,0,0,0,0,0,1.04,86,86,258,0,0.35,347,332,20,22,1.5,2.2,1.1,0.7,2.9,0.2,0.3,0,0,0,0.7,0.2,0.5,0.3,0,0.6,0.6,0,0.2,49.9,82.5,0,2.9,0
97,Deji Ousman Beyreuther,21,Defender,Eintracht Frankfurt,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Denis Zakaria,24,Midfielder,Borussia M'gladbach,1956,772,1184,Switzerland,31,15,16,4,1,3,0,0,0,0,0,11,5,6,24,10,14,7,0,0.18,0,0.18,0.12,0.23,489,1.1,82,63,279,0,0.32,108,300,-1,4,1.3,0.8,1,0,0.6,0.6,0.3,0,4,0,1.2,0.5,0.9,0.6,0,0.7,1.2,0,0.5,24,83.2,0.1,1.2,0
99,Dennis Aogo,34,Defender,Stuttgart,1014,439,575,Germany,14,6,8,0,0,0,0,0,0,0,0,4,2,2,18,8,10,1,0,0,0,0,0,0,0,1.6,56,72,1014,0,0.09,342,367,87,18,1,0.6,0.6,0,1.3,0.6,0.1,0,0,0,0.7,1,0.3,0.4,0.1,0.5,0.4,0,1,34.5,87,1.1,2.4,0
100,Dennis Geiger,22,Midfielder,Hoffenheim,245,124,121,Germany,4,2,2,0,0,0,1,0,1,0,0,0,0,0,4,2,2,1,0,0.37,0.37,0,0,0,0,1.47,61,61,245,245,0.37,-1,-1,-1,15,0.5,0.8,1.3,0.3,0.3,1.3,0,0,0,1,1,1.8,0.3,1.5,0,1,0.5,1,1.8,34,89.7,1,0.8,0
101,Dennis Jastrzembski,21,Forward,Hertha BSC,56,18,38,Germany,5,2,3,0,0,0,0,0,0,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,1.61,56,11,56,0,1.61,-1,-1,-1,22,0,0.2,0.8,0,0,0.6,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.2,0,0.2,3,73.3,0,0,0
102,Dennis Smarsch,22,Goalkeeper,Hertha BSC,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Derrick Luckassen,25,Defender,Hertha BSC,248,183,65,Netherlands,4,3,1,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,2.54,35,62,0,0,0,-1,-1,-1,15,1,0,0,0.5,3.3,0.5,0,0,0,0,0,0,0.5,1,0.3,0,0.5,0,0,46.3,89.7,0,3,0
104,Diego Contento,30,Defender,Fortuna Düsseldorf,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Diego Demme,29,Midfielder,RB Leipzig,2061,1091,970,Germany,26,14,12,0,0,0,2,2,0,0,0,12,8,4,17,7,10,4,0,0.09,0.09,0,0,0,0,0.74,121,79,515,1031,0.17,279,156,-1,20,2.9,1,1.4,0,0.5,1.3,0.1,0,0,2,0.4,1,0.3,2,0,0.7,1.3,2,1,56.4,81.5,0.4,3,0.1
106,Dodi Lukebakio,23,Midfielder,Fortuna Düsseldorf,1977,891,1086,Belgium,31,15,16,10,3,7,3,1,2,4,2,5,2,3,41,14,27,6,0,0.59,0.14,0.46,0.3,0.58,198,1.87,48,64,330,659,0.27,32,100,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Dominik Franke,22,Defender,Wolfsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Dominik Kohr,27,Midfielder,Bayer Leverkusen,968,258,710,Germany,18,6,12,0,0,0,2,0,2,0,0,4,3,1,19,5,14,4,0,0.19,0.19,0,0,0,0,1.77,51,54,242,484,0.37,349,74,-1,19,2.3,0.8,1.2,0,0.9,1.2,0.7,0,0,2,0.8,0.5,0.2,0.7,0,0.6,0.6,2,0.5,27.9,80.1,0.1,1.1,0.1
109,Dominique Heintz,27,Defender,Freiburg,3054,1530,1524,Germany,34,17,17,1,0,1,1,1,0,0,0,5,3,2,58,26,32,5,0,0.06,0.03,0.03,0,0.06,3054,1.71,53,90,611,3054,0.15,238,226,97,9,1.2,1.3,0.9,0.3,6.3,0.4,0.6,0,1,1,0.3,0.2,0.6,0.3,0.1,0.3,0.6,1,0.2,48.5,82.1,0.1,4.3,0.1
110,Dong-Won Ji,29,Midfielder,Augsburg,891,421,470,South Korea,14,6,8,4,3,1,1,0,1,0,0,1,1,0,28,9,19,2,0,0.51,0.1,0.4,0.64,0.19,223,2.83,32,64,446,891,0.2,45,147,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Edgar Prib,31,Midfielder,Hannover 96,202,130,72,Germany,4,2,2,0,0,0,1,1,0,0,0,2,2,0,2,0,2,1,0,0.45,0.45,0,0,0,0,0.89,101,51,202,202,0.45,-1,-1,-1,32,2.5,0.5,1.8,0,0.3,0.5,0,0,0,1,1.5,1.5,1,0.8,0,0.3,0.8,1,1.5,21.3,80,0.8,0.5,0
112,Edgar Salli,28,Forward,Nürnberg,115,0,115,Cameroon,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1.57,58,38,115,0,0.78,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Eduard Löwen,24,Defender,Nürnberg,1622,821,801,Germany,22,11,11,3,1,2,2,2,0,0,0,4,4,0,37,12,25,3,0,0.28,0.11,0.17,0.11,0.22,541,2.05,44,74,541,811,0.17,112,130,126,4,1.4,0.4,0.8,0,0.8,1,0.1,0,3,2,1.7,0.7,1.3,1.2,0,1.6,1.6,2,0.7,31.7,75.3,0.2,2.1,0
114,Elvis Rexhbecaj,23,Midfielder,Wolfsburg,1144,597,547,Germany,24,11,13,2,1,1,2,1,1,0,0,8,4,4,15,6,9,4,0,0.31,0.16,0.16,0.15,0.16,572,1.18,76,48,286,572,0.31,125,92,-1,11,1.2,0.6,0.5,0,0.7,0.5,0.1,0,2,2,0.4,0.3,0.4,1.4,0,0.8,1.8,2,0.3,16.1,70.7,0.2,0.9,0
115,Emil Forsberg,29,Forward,RB Leipzig,1254,658,596,Sweden,20,10,10,4,2,2,7,3,4,3,0,10,7,3,15,3,12,0,0,0.79,0.5,0.29,0.27,0.3,314,1.08,84,63,0,179,0,71,2,-1,6,0.6,0.2,0.4,0,0.3,0.6,0.1,0,4,7,1.5,2,1.1,1.2,0.2,1.1,1.5,7,2,23.9,81.6,0.7,0.8,0.2
116,Emile Smith Rowe,20,Midfielder,RB Leipzig,26,0,26,England,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,3.46,26,9,0,0,0,-1,-1,-1,23,0.3,0.3,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0.3,6,77.8,0,0.3,0
117,Emiliano Adrián Insúa Zapata,32,Defender,Stuttgart,2117,1081,1036,Argentina,27,14,13,2,1,1,2,1,1,0,0,5,4,1,46,19,27,5,1,0.17,0.09,0.09,0.08,0.09,1059,1.96,46,78,353,1059,0.26,176,154,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Enrico Valentini,32,Defender,Nürnberg,1302,720,582,Italy,15,8,7,0,0,0,2,1,1,0,0,3,3,0,30,9,21,2,0,0.14,0.14,0,0,0,0,2.07,43,87,651,651,0.14,263,110,128,19,2.9,0.9,0.7,0.1,3.2,1.2,0.2,0,0,2,0.5,1.6,0.6,0.8,0,0.6,1,2,1.6,35.3,67.9,1.8,2.8,0
119,Eric Oelschlägel,25,Goalkeeper,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Erik Majetschak,21,Midfielder,RB Leipzig,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Erik Thommy,26,Midfielder,Stuttgart,796,322,474,Germany,19,9,10,1,0,1,1,0,1,0,0,3,2,1,22,9,13,4,1,0.23,0.11,0.11,0,0.19,796,2.49,36,42,199,796,0.45,154,135,-1,10,0.3,0.7,0.4,0,0.1,0.3,0.1,0,1,1,1.3,0.9,0.4,0.9,0.3,0.9,1.3,1,0.9,14.1,79.4,0.6,0.5,0.1
122,Ermin Bičakčić,31,Defender,Hoffenheim,1788,750,1038,Bosnia and Herzegovina,25,11,14,1,0,1,2,0,2,0,0,4,3,1,26,7,19,0,0,0.15,0.1,0.05,0,0.09,1788,1.31,69,72,0,894,0,213,148,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Ewerton Jose Almeida Santos,32,Defender,Nürnberg,1341,599,742,Brazil,18,8,10,0,0,0,0,0,0,0,0,2,2,0,21,7,14,2,0,0,0,0,0,0,0,1.41,64,75,671,0,0.13,252,285,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Fabian Bredlow,26,Goalkeeper,Nürnberg,1126,540,586,Germany,13,6,7,0,0,0,0,0,0,0,0,2,2,0,26,4,22,1,0,0,0,0,0,0,0,2.08,43,87,1126,0,0.08,318,242,129,17,0.1,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,30.4,69.2,0,4.8,0
125,Fabian Giefer,30,Goalkeeper,Augsburg,360,180,180,Germany,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,363,324,76,26,0,0,0,0,0.8,0.5,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,25.3,65.3,0,7.5,0
126,Fabian Johnson,33,Midfielder,Borussia M'gladbach,1010,498,512,USA,18,10,8,1,1,0,0,0,0,0,0,6,4,2,14,5,9,1,0,0.09,0,0.09,0.18,0,1010,1.25,72,56,1010,0,0.09,172,293,-1,14,0.7,0.6,0.2,0.1,0.7,0.1,0.2,0,1,0,0.2,0.2,0.1,0.8,0.2,0.4,0.7,0,0.2,27.9,80.1,0.1,0.6,0
127,Fabian Lustenberger,32,Midfielder,Hertha BSC,2169,1081,1088,Switzerland,29,14,15,0,0,0,1,0,1,0,0,7,2,5,41,21,20,2,0,0.04,0.04,0,0,0,0,1.7,53,75,1085,2169,0.08,317,208,-1,13,1.6,1.3,0.6,0.7,3.6,0.6,0.6,0,0,1,0.1,0.1,0.1,1.2,0,0.2,0.3,1,0.1,45.8,86.3,0,3.7,0
128,Federico Palacios Martinez,26,Forward,Nürnberg,939,509,430,Germany,17,10,7,2,1,1,0,0,0,0,0,2,2,0,20,8,12,1,0,0.19,0,0.19,0.18,0.21,470,1.92,47,55,939,0,0.1,99,346,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Felipe Augusto Rodrigues Pires,25,Forward,Hoffenheim,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Felipe Trevizan Martins,33,Defender,Hannover 96,1097,528,569,Brazil,17,9,8,2,0,2,0,0,0,0,0,2,1,1,20,6,14,6,1,0.16,0,0.16,0,0.32,549,1.64,55,65,183,0,0.49,117,282,90,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Felix Beijmo,23,Defender,Werder Bremen,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Felix Götze,23,Defender,Augsburg,120,65,55,Germany,6,4,2,1,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0.75,0,0.75,0,1.64,120,3,30,20,0,0,0,-1,-1,-1,11,0.7,0.5,0.2,0,1.2,0,0,0,1,0,0.3,0,0,0.2,0,0.3,0.2,0,0,5.3,75,0,0.2,0
133,Felix Klaus,28,Midfielder,Wolfsburg,437,213,224,Germany,15,8,7,1,1,0,1,1,0,0,0,3,2,1,4,2,2,0,0,0.41,0.21,0.21,0.42,0,437,0.82,109,29,0,437,0,92,56,-1,14,0.7,0.3,0.5,0,0,0.3,0,0,1,1,1.1,0.4,0.2,0.7,0.1,0.3,0.8,1,0.4,8.8,78.8,0.1,0.2,0.1
134,Felix Uduokhai,23,Defender,Wolfsburg,235,131,104,Germany,11,5,6,0,0,0,0,0,0,0,0,5,3,2,3,2,1,2,0,0,0,0,0,0,0,1.15,78,21,118,0,0.77,-1,-1,-1,21,1.2,0.5,0.7,0,0.7,0.1,0.2,0,0,0,0.1,0,0.3,0.5,0,0.1,0.5,0,0,10.9,84.2,0,1.1,0
135,Felix Wiedwald,31,Goalkeeper,Eintracht Frankfurt,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Filip Kostić,28,Midfielder,Eintracht Frankfurt,2961,1513,1448,Serbia,34,17,17,6,4,2,10,6,4,0,0,9,4,5,43,19,24,4,0,0.49,0.3,0.18,0.24,0.12,494,1.31,69,87,740,296,0.12,105,20,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Fin Bartels,34,Midfielder,Werder Bremen,21,6,15,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.29,21,11,0,0,0,-1,-1,-1,15,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,3,50,0,1,0
138,Finn Dahmen,23,Goalkeeper,Mainz 05,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Florent Muslija,22,Midfielder,Hannover 96,674,371,303,Germany,17,9,8,2,0,2,0,0,0,0,0,1,0,1,11,4,7,1,0,0.27,0,0.27,0,0.59,337,1.47,61,40,674,0,0.13,75,274,-1,6,0.9,0.2,0.3,0,0.1,0.2,0,0,2,0,1.2,0.9,0.9,0.9,0.1,0.9,1.5,0,0.9,16.8,79,0.3,0.9,0
140,Florian Baak,22,Defender,Hertha BSC,0,0,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Florian Grillitsch,25,Midfielder,Hoffenheim,2395,1096,1299,Austria,30,14,16,0,0,0,3,1,2,0,0,3,2,1,38,16,22,8,0,0.11,0.11,0,0,0,0,1.43,63,80,299,798,0.3,308,134,-1,23,2.6,2.4,1.4,0.1,1.7,1.5,0.3,0,0,3,1.1,0.9,0.8,1.6,0,0.4,0.9,3,0.9,51.6,83.5,0.2,3.5,0.1
142,Florian Kainz,28,Midfielder,Werder Bremen,375,171,204,Austria,8,4,4,0,0,0,1,0,1,0,0,2,1,1,4,0,4,2,0,0.24,0.24,0,0,0,0,0.96,94,47,188,375,0.48,300,39,-1,22,0.8,0.4,0.4,0,0.5,0.4,0.1,0,0,1,1,0.8,0.6,1,0,1.5,1.5,1,0.8,21.1,72.2,0.4,0.8,0
143,Florian Kath,26,Midfielder,Freiburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Florian Mayer,23,Defender,Borussia M'gladbach,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Florian Müller,23,Goalkeeper,Mainz 05,2160,990,1170,Germany,24,11,13,0,0,0,0,0,0,0,0,5,4,1,43,14,29,0,0,0,0,0,0,0,0,1.79,50,90,0,0,0,348,305,105,28,0,0.1,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,30.4,60.8,0,7.8,0
146,Florian Neuhaus,24,Midfielder,Borussia M'gladbach,2054,1107,947,Germany,32,16,16,3,2,1,8,7,1,0,0,12,6,6,30,15,15,5,0,0.48,0.35,0.13,0.16,0.1,685,1.31,68,64,411,257,0.22,140,12,-1,7,0.7,0.3,0.8,0,0.6,0.8,0,0,3,8,1.6,0.9,0.9,1.3,0,1.1,1.2,8,0.9,27.1,83.6,0.2,1.5,0.1
